CookerStat, GenerateAssetRegistry=0.037134, Initialize=0.142220, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionIdF13E2A0A46487BD76A216FA90F65BFE3_0, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_4A__D447B8B52AAF096AC3CD75B55C43A3CEF9B8EF62, StartTime=2016.05.10-23.31.51, HierarchicalDDC=, DataSize=7319, Duration=4.232686, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId82C13E2F486105611AE1E58748560A60_218, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F9E514374ABA3DEDD7D2C7A756B2E__EED7C4B35E6CC9BFD1171DBB1C8770FDB54E5F8C, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=16647, Duration=4.568491, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionIdF13E2A0A46487BD76A216FA90F65BFE3_205, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F9E514374ABA3DEDD7D2C7A756B2E__923AB2A6D3DEBDB2DC47DF522ED08F4233ED16B9, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=6309, Duration=4.188836, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId38F0ECDC4E87DC9CB6E038BFEE48014D_241, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_1082EF6C44241CCC6DA3FF9777592CE5_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.10-23.32.09, Duration=10.008484, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId2C205C094A266793A10DF4A78EF2619B_204, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_1082EF6C44241CCC6DA3FF9777592__92923AA17AB8723A6C56DCE59DB29863C04A07E5, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=16647, Duration=3.702909, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionIdF13E2A0A46487BD76A216FA90F65BFE3_206, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_1082EF6C44241CCC6DA3FF9777592__6F5F965889E60FF64975529DF5FB6C7E1382F22E, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=6309, Duration=3.785085, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId38F0ECDC4E87DC9CB6E038BFEE48014D_242, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_4E1CF29F4F434BCAF67F14AB0E745A29_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.10-23.32.09, Duration=8.760486, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId82C13E2F486105611AE1E58748560A60_219, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_4E1CF29F4F434BCAF67F14AB0E745__30B93AD2E17E329EB981A4589B4DE7E97E747049, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=16647, Duration=4.124045, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId2C205C094A266793A10DF4A78EF2619B_205, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_4E1CF29F4F434BCAF67F14AB0E745__AE647088B0909FAD1B468337ADB7D4CFC21681D0, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=6309, Duration=4.236240, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId38F0ECDC4E87DC9CB6E038BFEE48014D_243, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0910DAED41E7FA213DA23F99B9ADA694_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.10-23.32.09, Duration=22.341501, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionIdF13E2A0A46487BD76A216FA90F65BFE3_207, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0910DAED41E7FA213DA23F99B9ADA__439C4823CCF7CAFABF8277084BBAC915B7E1076E, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=16647, Duration=4.252438, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId82C13E2F486105611AE1E58748560A60_220, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0910DAED41E7FA213DA23F99B9ADA__B34EC890B967A26F1DF64F87B5066997B471E5BE, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=6309, Duration=4.220832, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId38F0ECDC4E87DC9CB6E038BFEE48014D_244, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F22F94C94E1776AF6C9AE39AF722919A_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.10-23.32.09, Duration=23.779526, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId2C205C094A266793A10DF4A78EF2619B_206, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F22F94C94E1776AF6C9AE39AF7229__A765905D9A230B99A906796F3A75CA2AE5E2BC49, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=16647, Duration=5.416687, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionIdF13E2A0A46487BD76A216FA90F65BFE3_208, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F22F94C94E1776AF6C9AE39AF7229__E64BD65BB4C98CD1A2FEEE6F87A06616D7DD1F99, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=6309, Duration=5.389031, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId38F0ECDC4E87DC9CB6E038BFEE48014D_245, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9FB15B6E4625BE88D2BBF3BE76F93687_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.10-23.32.09, Duration=10.714457, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId82C13E2F486105611AE1E58748560A60_221, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9FB15B6E4625BE88D2BBF3BE76F93__21F7FD2792654AC9F227F71C3DE8A78D454A7A0F, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=16647, Duration=4.207798, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId2C205C094A266793A10DF4A78EF2619B_207, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9FB15B6E4625BE88D2BBF3BE76F93__944AB85341A234DE37D0FCF54D5F19014BC01F43, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=6309, Duration=4.208192, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId38F0ECDC4E87DC9CB6E038BFEE48014D_246, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_34AE958A4EE8A87FE7354B8BF737D5BE_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.10-23.32.09, Duration=11.823394, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionIdF13E2A0A46487BD76A216FA90F65BFE3_209, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_34AE958A4EE8A87FE7354B8BF737D__3C31E0E3E05CCDEA7259DB3EAA3DFD9235439D67, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=16647, Duration=213.009521, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId82C13E2F486105611AE1E58748560A60_222, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_34AE958A4EE8A87FE7354B8BF737D__BE097DC80BAEE5607CF2D6B04EB2D62FD48915A9, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=6309, Duration=4.756931, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId38F0ECDC4E87DC9CB6E038BFEE48014D_247, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F1E406B148F0508403AA3BB0B5E79FEC_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.10-23.32.09, Duration=9.869419, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId2C205C094A266793A10DF4A78EF2619B_208, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F1E406B148F0508403AA3BB0B5E79__B2024CEF76ADA331E2EA41E833738B3C134AB71E, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=16647, Duration=3.501426, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId82C13E2F486105611AE1E58748560A60_223, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F1E406B148F0508403AA3BB0B5E79__F27797816EDDFC92D40A79B97285EB3FBC607BE0, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=6309, Duration=9.708632, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId38F0ECDC4E87DC9CB6E038BFEE48014D_248, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A646A8F249AEBF19666A72AD8D1F33D2_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.10-23.32.09, Duration=11.376187, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId2C205C094A266793A10DF4A78EF2619B_209, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A646A8F249AEBF19666A72AD8D1F3__0495B87ED4AF76397C9C6C5197EEB640F3ABDBA0, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=16647, Duration=3.912687, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId82C13E2F486105611AE1E58748560A60_224, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A646A8F249AEBF19666A72AD8D1F3__803E54AAB1853510FA170430BFEEF46500894B2E, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=6309, Duration=3.787454, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId38F0ECDC4E87DC9CB6E038BFEE48014D_249, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B54662E54027805CECE8519593DCD317_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.10-23.32.09, Duration=34.662674, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId82C13E2F486105611AE1E58748560A60_225, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B54662E54027805CECE8519593DCD__87B561DF7A025DC86D0783BCB0CADDD6750D754B, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=65799, Duration=4.052144, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId2C205C094A266793A10DF4A78EF2619B_210, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B54662E54027805CECE8519593DCD__78FEA167541CFCBD4644B218A68D2B2512D275D2, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=16647, Duration=4.079401, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId38F0ECDC4E87DC9CB6E038BFEE48014D_250, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C094038C450288B64D81D4AB87F911D3_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.10-23.32.09, Duration=40.887653, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId82C13E2F486105611AE1E58748560A60_226, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B54662E54027805CECE8519593DCD__31C18E96E19777EECEC5A3F37F181F7E4CE01B00, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=6604, Duration=5.617376, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId2C205C094A266793A10DF4A78EF2619B_211, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C094038C450288B64D81D4AB87F91__3784052A53FCADD9DF205B07268B1147930CA98A, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=65799, Duration=9.447496, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId82C13E2F486105611AE1E58748560A60_227, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C094038C450288B64D81D4AB87F91__AA4688759556C879A252B7D80D37509431839594, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=16647, Duration=5.691648, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId82C13E2F486105611AE1E58748560A60_228, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C094038C450288B64D81D4AB87F91__2B46309ADE78D69399B79D0255B2E99BBFED8AAE, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=6604, Duration=22.765800, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId38F0ECDC4E87DC9CB6E038BFEE48014D_251, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A9343B774F063D771C6F598DD2EF4574_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.10-23.32.09, Duration=202.000351, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId2C205C094A266793A10DF4A78EF2619B_212, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A9343B774F063D771C6F598DD2EF4__55A5C866C6C71C0F82FAC909A75C6717E853615D, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=1048841, Duration=5.667549, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId82C13E2F486105611AE1E58748560A60_229, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A9343B774F063D771C6F598DD2EF4__097CC3CFA7BD3B1A91D6A4BF0D2F9EEC7204101D, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=262407, Duration=5.282760, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionIdF13E2A0A46487BD76A216FA90F65BFE3_210, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A9343B774F063D771C6F598DD2EF4__2F6278B58254C7550784A41B8F486641CD504966, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=65799, Duration=5.067848, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId38F0ECDC4E87DC9CB6E038BFEE48014D_252, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8983FDB042410727DC4E1DAEB69F0D37_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.10-23.32.09, Duration=39.316097, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionIdF13E2A0A46487BD76A216FA90F65BFE3_211, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A9343B774F063D771C6F598DD2EF4__B159EA9DBE0B4CCDABA7864C8639DBACAF3DE534, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=16647, Duration=5.265374, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId82C13E2F486105611AE1E58748560A60_230, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A9343B774F063D771C6F598DD2EF4__1B1DABE4768BD3779E4F99A7EA31B851A367E38F, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=7196, Duration=5.024783, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId2C205C094A266793A10DF4A78EF2619B_213, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8983FDB042410727DC4E1DAEB69F0__5E36317094C81B1E9FAB40483E6548AE3B023F95, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=65799, Duration=4.539650, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId82C13E2F486105611AE1E58748560A60_231, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8983FDB042410727DC4E1DAEB69F0__BC488C602FCCA97E722E12889FF7CEEEF289C654, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=16647, Duration=4.589032, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionIdF13E2A0A46487BD76A216FA90F65BFE3_212, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8983FDB042410727DC4E1DAEB69F0__D301AEE192CD1191174FFDED7FB6CAD65F90C31C, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=6604, Duration=5.780537, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId38F0ECDC4E87DC9CB6E038BFEE48014D_253, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_BB3388DE446403F193F3A8849A600AAC_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.10-23.32.09, Duration=29.786829, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId2C205C094A266793A10DF4A78EF2619B_214, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_BB3388DE446403F193F3A8849A600__69E33BCE964B9EE130BF829CF108F7E2D98BA1F6, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=65799, Duration=5.194660, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId82C13E2F486105611AE1E58748560A60_232, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_BB3388DE446403F193F3A8849A600__EBC85CD07B315EA5469F7CD19DAB07C861F6E3CC, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=16647, Duration=5.643450, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionIdF13E2A0A46487BD76A216FA90F65BFE3_213, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_BB3388DE446403F193F3A8849A600__4C2770A20DE5025C19ED5E21B5E94F2E667F48DA, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=6604, Duration=5.695600, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId38F0ECDC4E87DC9CB6E038BFEE48014D_254, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C233FCDA4D29A011F173D3B600B4336F_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.10-23.32.09, Duration=10.115545, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId2C205C094A266793A10DF4A78EF2619B_215, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C233FCDA4D29A011F173D3B600B43__85598544B38031DBB78E493494AC96C66B46868E, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=16647, Duration=3.836837, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId82C13E2F486105611AE1E58748560A60_233, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C233FCDA4D29A011F173D3B600B43__CC2EAFC0089346B7E636193A8FD24CBDAE7AB0D7, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=6309, Duration=3.636539, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId38F0ECDC4E87DC9CB6E038BFEE48014D_255, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6F87F8B048477C1FAE959D9E8B80B646_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.10-23.32.09, Duration=14.260527, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionIdF13E2A0A46487BD76A216FA90F65BFE3_214, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6F87F8B048477C1FAE959D9E8B80B__9FB5DE5879E01F640DEAFA14E570F413EAB38F8D, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=16647, Duration=4.467748, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId82C13E2F486105611AE1E58748560A60_234, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6F87F8B048477C1FAE959D9E8B80B__A95022D5E8FFB556DE399FB3B5ED72C3AD0C706F, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=6309, Duration=5.121574, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId38F0ECDC4E87DC9CB6E038BFEE48014D_256, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9821FCBB4B560D1F22225EAF1C2CB377_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.10-23.32.09, Duration=12.191195, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId2C205C094A266793A10DF4A78EF2619B_216, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9821FCBB4B560D1F22225EAF1C2CB__CD012BD53713B377A3AE2804769E8BF10528B43C, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=16647, Duration=3.850266, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionIdF13E2A0A46487BD76A216FA90F65BFE3_215, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9821FCBB4B560D1F22225EAF1C2CB__D17F3543C376CA1395CB437A3A048D64B2F7819B, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=6309, Duration=6.885126, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId38F0ECDC4E87DC9CB6E038BFEE48014D_257, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3727E80744AFA957CB78E69067422A1D_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.10-23.32.09, Duration=16.070698, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId82C13E2F486105611AE1E58748560A60_235, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3727E80744AFA957CB78E69067422__9A850A2C26FC39AA0D27C7A8230C6F63D0348984, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=16647, Duration=4.822116, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId2C205C094A266793A10DF4A78EF2619B_217, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3727E80744AFA957CB78E69067422__ED726C2F9608EABBE48D7644FB8CB11C18F6CE03, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=6309, Duration=4.703995, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionId38F0ECDC4E87DC9CB6E038BFEE48014D_258, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_62A969AA4DC052BE2D6ECEBBDCF80A52_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.10-23.32.09, Duration=6.978758, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
DDCTransactionIdF13E2A0A46487BD76A216FA90F65BFE3_216, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_62A969AA4DC052BE2D6ECEBBDCF80__AF86B1197C6443AA6C2638B7BF27EDA96271FA64, StartTime=2016.05.10-23.32.09, HierarchicalDDC=, DataSize=16647, Duration=3.778763, RunGuid=RunID7EA1E45C4D72A30513CD3F8068BBCF2C
